locusName	Best_hit_arabi_name	arabi-symbol	arabi-defline	at_tf_family	pt_tf_family
Potri.T028000	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T028100	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T028200	-	-	-	-	-
Potri.T028300	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T028400	AT4G15020.1	-	hAT transposon superfamily	-	-
Potri.T028500	AT1G12290.1	-	Disease resistance protein (CC-NBS-LRR class) family	-	-
Potri.T028600	AT1G58440.1	SQE1,XF1	FAD/NAD(P)-binding oxidoreductase family protein	-	-
Potri.T028700	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T028800	AT1G58440.1	SQE1,XF1	FAD/NAD(P)-binding oxidoreductase family protein	-	-
Potri.T028900	AT1G58440.1	SQE1,XF1	FAD/NAD(P)-binding oxidoreductase family protein	-	-
Potri.T029000	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T029100	AT1G73325.1	-	Kunitz family trypsin and protease inhibitor protein	-	-
Potri.T029200	-	-	-	-	-
Potri.T029300	-	-	-	-	-
Potri.T029400	-	-	-	-	-
Potri.T029500	-	-	-	-	-
Potri.T029600	-	-	-	-	-
Potri.T029700	AT3G06850.1	BCE2,DIN3,LTA1	2-oxoacid dehydrogenases acyltransferase family protein	-	-
Potri.T029800	AT4G15960.1	-	alpha/beta-Hydrolases superfamily protein	-	-
Potri.T029900	AT5G53390.1	-	O-acyltransferase (WSD1-like) family protein	-	-
Potri.T030000	AT4G15960.1	-	alpha/beta-Hydrolases superfamily protein	-	-
Potri.T030100	AT4G15960.1	-	alpha/beta-Hydrolases superfamily protein	-	-
Potri.T030200	AT3G06840.1	-	-	-	-
Potri.T030300	AT3G16720.1	ATL2,TL2	TOXICOS EN LEVADURA 2	-	-
Potri.T030400	AT3G16730.1	-	-	-	-
Potri.T030500	AT5G27870.1	-	Plant invertase/pectin methylesterase inhibitor superfamily	-	-
Potri.T030600	AT3G06810.1	IBR3	acyl-CoA dehydrogenase-related	-	-
Potri.T030700	-	-	-	-	-
Potri.T030800	-	-	-	-	-
Potri.T030900	-	-	-	-	-
Potri.T031000	-	-	-	-	-
Potri.T031100	-	-	-	-	-
Potri.T031200	-	-	-	-	-
Potri.T031300	-	-	-	-	-
Potri.T031400	-	-	-	-	-
Potri.T031500	-	-	-	-	-
Potri.T031600	-	-	-	-	-
Potri.T031700	AT3G03130.1	-	-	-	-
Potri.T031800	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.T031900	AT1G03250.1	-	-	-	-
Potri.T032000	AT3G54070.1	-	Ankyrin repeat family protein	-	-
Potri.T032100	AT2G31820.1	-	Ankyrin repeat family protein	-	-
Potri.T032200	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T032300	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T032400	AT1G29750.2	RKF1	receptor-like kinase in flowers 1	-	-
Potri.T032500	AT1G29720.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T032600	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T032700	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T032800	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T032900	-	-	-	-	-
Potri.T033000	AT1G29720.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T033100	AT1G07650.2	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T033200	AT1G07650.2	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T033300	AT1G29720.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T033400	AT1G71691.1	-	GDSL-like Lipase/Acylhydrolase superfamily protein	-	-
Potri.T033500	AT5G08460.1	-	GDSL-like Lipase/Acylhydrolase superfamily protein	-	-
Potri.T033600	-	-	-	-	-
Potri.T033700	AT3G01790.2	-	Ribosomal protein L13 family protein	-	-
Potri.T033800	AT5G14250.1	COP13,CSN3,FUS11	Proteasome component (PCI) domain protein	-	-
Potri.T033900	AT5G14260.2	-	Rubisco methyltransferase family protein	-	-
Potri.T034000	AT1G65470.1	FAS1,NFB2	chromatin assembly factor-1 (FASCIATA1) (FAS1)	-	-
Potri.T034100	AT3G02630.1	-	Plant stearoyl-acyl-carrier-protein desaturase family protein	-	-
Potri.T034200	AT3G62900.1	-	CW-type Zinc Finger	-	-
Potri.T034300	-	-	-	-	-
Potri.T034400	AT4G02560.1	LD	Homeodomain-like superfamily protein	HB-other	HB-other
Potri.T034500	AT2G47830.1	-	Cation efflux family protein	-	-
Potri.T034600	AT3G50700.1	AtIDD2,IDD2	indeterminate(ID)-domain 2	C2H2	C2H2
Potri.T034700	AT1G02970.1	ATWEE1,WEE1	WEE1 kinase homolog	-	-
Potri.T034800	AT1G02960.2	-	-	-	-
Potri.T034900	AT3G62770.1	AtATG18a	Transducin/WD40 repeat-like superfamily protein	-	-
Potri.T035000	AT3G62760.1	ATGSTF13	Glutathione S-transferase family protein	-	-
Potri.T035100	AT1G02930.2	ATGST1,ATGSTF3,ATGSTF6,ERD11,GST1,GSTF6	glutathione S-transferase 6	-	-
Potri.T035200	-	-	-	-	-
Potri.T035300	AT1G02930.1	ATGST1,ATGSTF3,ATGSTF6,ERD11,GST1,GSTF6	glutathione S-transferase 6	-	-
Potri.T035400	AT1G02930.1	ATGST1,ATGSTF3,ATGSTF6,ERD11,GST1,GSTF6	glutathione S-transferase 6	-	-
Potri.T035500	-	-	-	-	-
Potri.T035600	AT2G25010.1	-	Aminotransferase-like, plant mobile domain family protein	-	-
Potri.T035700	ATCG01280.1	-	Chloroplast Ycf2;ATPase, AAA type, core	-	-
Potri.T035800	AT2G42920.1	-	Pentatricopeptide repeat (PPR-like) superfamily protein	-	-
Potri.T035900	AT5G27690.1	-	Heavy metal transport/detoxification superfamily protein 	-	-
Potri.T036000	-	-	-	-	-
Potri.T036100	-	-	-	-	B3
Potri.T036200	AT3G25730.1	EDF3	ethylene response DNA binding factor 3	RAV	B3
Potri.T036300	AT5G65005.1	-	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	-	-
Potri.T036400	-	-	-	-	-
Potri.T036500	-	-	-	-	B3
Potri.T036600	-	-	-	-	-
Potri.T036700	-	-	-	-	-
Potri.T036800	-	-	-	-	-
Potri.T036900	-	-	-	-	-
Potri.T037000	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.T037100	AT4G06634.1	-	zinc finger (C2H2 type) family protein	C2H2	C2H2
Potri.T037200	AT1G62310.1	-	transcription factor jumonji (jmjC) domain-containing protein	-	-
Potri.T037300	-	-	-	-	-
Potri.T037400	AT4G04350.1	EMB2369	tRNA synthetase class I (I, L, M and V) family protein	-	-
Potri.T037500	AT1G11940.1	-	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	-	-
Potri.T037600	AT1G27170.1	-	transmembrane receptors;ATP binding	-	-
Potri.T037700	AT4G04360.1	-	Protein of unknown function (DUF1068)	-	-
Potri.T037800	AT5G49140.1	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T037900	AT1G27170.1	-	transmembrane receptors;ATP binding	-	-
Potri.T038000	AT1G11925.1	-	Stigma-specific Stig1 family protein	-	-
Potri.T038100	AT1G11925.1	-	Stigma-specific Stig1 family protein	-	-
Potri.T038200	AT1G11925.1	-	Stigma-specific Stig1 family protein	-	-
Potri.T038300	AT1G27170.1	-	transmembrane receptors;ATP binding	-	-
Potri.T038400	-	-	-	-	-
Potri.T038500	AT1G72890.2	-	Disease resistance protein (TIR-NBS class)	-	-
Potri.T038600	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T038700	-	-	-	-	-
Potri.T038800	AT1G11925.1	-	Stigma-specific Stig1 family protein	-	-
Potri.T038900	AT1G27170.1	-	transmembrane receptors;ATP binding	-	-
Potri.T039000	-	-	-	-	-
Potri.T039100	AT1G27170.1	-	transmembrane receptors;ATP binding	-	-
Potri.T039200	AT1G72890.1	-	Disease resistance protein (TIR-NBS class)	-	-
Potri.T039300	AT1G27170.1	-	transmembrane receptors;ATP binding	-	-
Potri.T039400	-	-	-	-	-
Potri.T039500	AT5G26150.1	-	protein kinase family protein	-	-
Potri.T039600	AT1G72890.1	-	Disease resistance protein (TIR-NBS class)	-	-
Potri.T039700	-	-	-	-	-
Potri.T039800	AT1G63870.1	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T039900	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T040000	AT1G05070.1	-	Protein of unknown function (DUF1068)	-	-
Potri.T040100	AT1G72890.2	-	Disease resistance protein (TIR-NBS class)	-	-
Potri.T040200	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T040300	AT4G22080.1	RHS14	root hair specific 14	-	-
Potri.T040400	AT4G22080.1	RHS14	root hair specific 14	-	-
Potri.T040500	AT1G11915.1	-	-	-	-
Potri.T040600	AT3G14470.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T040700	-	-	-	-	-
Potri.T040800	AT1G58190.2	AtRLP9,RLP9	receptor like protein 9	-	-
Potri.T040900	AT1G15780.1	-	-	-	-
Potri.T041000	-	-	-	-	-
Potri.T041100	-	-	-	-	-
Potri.T041200	AT1G15780.1	-	-	-	-
Potri.T041300	AT1G07390.1	AtRLP1,RLP1	receptor like protein 1	-	-
Potri.T041400	AT2G26590.2	RPN13	regulatory particle non-ATPase 13	-	-
Potri.T041500	AT1G15780.1	-	-	-	-
Potri.T041600	-	-	-	-	-
Potri.T041700	AT1G07390.3	AtRLP1,RLP1	receptor like protein 1	-	-
Potri.T041800	-	-	-	-	-
Potri.T041900	AT4G08850.1	-	Leucine-rich repeat receptor-like protein kinase family protein	-	-
Potri.T042000	AT2G40770.1	-	zinc ion binding;DNA binding;helicases;ATP binding;nucleic acid binding	-	-
Potri.T042100	AT4G08850.1	-	Leucine-rich repeat receptor-like protein kinase family protein	-	-
Potri.T042200	AT4G08850.1	-	Leucine-rich repeat receptor-like protein kinase family protein	-	-
Potri.T042300	AT2G40770.1	-	zinc ion binding;DNA binding;helicases;ATP binding;nucleic acid binding	-	-
Potri.T042400	AT4G08850.1	-	Leucine-rich repeat receptor-like protein kinase family protein	-	-
Potri.T042500	AT4G08850.1	-	Leucine-rich repeat receptor-like protein kinase family protein	-	-
Potri.T042600	AT4G08850.1	-	Leucine-rich repeat receptor-like protein kinase family protein	-	-
Potri.T042700	AT1G01630.1	-	Sec14p-like phosphatidylinositol transfer family protein	-	-
Potri.T042800	AT4G24920.1	-	secE/sec61-gamma protein transport protein	-	-
Potri.T042900	AT3G01930.1	-	Major facilitator superfamily protein	-	-
Potri.T043000	AT3G01930.2	-	Major facilitator superfamily protein	-	-
Potri.T043100	AT5G08391.1	-	Protein of unknown function (DUF 3339)	-	-
Potri.T043200	AT5G40960.1	-	Protein of unknown function (DUF 3339)	-	-
Potri.T043300	AT3G27030.1	-	-	-	-
Potri.T043400	AT3G27027.1	-	Protein of unknown function (DUF 3339)	-	-
Potri.T043500	AT3G48660.1	-	Protein of unknown function (DUF 3339)	-	-
Potri.T043600	-	-	-	-	-
Potri.T043700	AT5G14105.1	-	-	-	-
Potri.T043800	AT5G13080.1	ATWRKY75,WRKY75	WRKY DNA-binding protein 75	WRKY	WRKY
Potri.T043900	AT3G01980.4	-	NAD(P)-binding Rossmann-fold superfamily protein	-	-
Potri.T044000	AT5G14100.1	ATNAP14,NAP14	non-intrinsic ABC protein 14	-	-
Potri.T044100	AT3G27010.1	AT-TCP20,ATTCP20,PCF1,TCP20	TEOSINTE BRANCHED 1, cycloidea, PCF (TCP)-domain family protein 20	TCP	TCP
Potri.T044200	AT1G24300.1	-	GYF domain-containing protein	-	-
Potri.T044300	AT5G08450.1	-	-	-	-
Potri.T044400	AT5G08450.1	-	-	-	-
Potri.T044500	AT4G27190.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T044600	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T044700	AT5G08450.1	-	-	-	-
Potri.T044800	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T044900	AT1G07650.2	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T045000	AT4G10780.1	-	LRR and NB-ARC domains-containing disease resistance protein	-	-
Potri.T045100	AT4G36760.1	APP1,ATAPP1	aminopeptidase P1	-	-
Potri.T045200	AT4G10780.1	-	LRR and NB-ARC domains-containing disease resistance protein	-	-
Potri.T045300	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T045400	AT4G15093.1	-	catalytic LigB subunit of aromatic ring-opening dioxygenase family	-	-
Potri.T045500	AT4G33420.1	-	Peroxidase superfamily protein	-	-
Potri.T045600	AT1G33420.1	-	RING/FYVE/PHD zinc finger superfamily protein	-	-
Potri.T045700	AT5G23570.1	ATSGS3,SGS3	XS domain-containing protein / XS zinc finger domain-containing protein-related	-	-
Potri.T045800	AT5G08500.1	-	Transmembrane CLPTM1 family protein	-	-
Potri.T045900	AT1G63350.1	-	Disease resistance protein (CC-NBS-LRR class) family	-	-
Potri.T046000	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T046100	AT5G49160.1	DDM2,DMT01,DMT1,MET1,MET2,METI	methyltransferase 1	-	-
Potri.T046200	AT5G49890.1	ATCLC-C,CLC-C	chloride channel C	-	-
Potri.T046300	AT5G26360.1	-	TCP-1/cpn60 chaperonin family protein	-	-
Potri.T046400	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.T046500	-	-	-	-	-
Potri.T046600	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.T046700	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.T046800	-	-	-	-	-
Potri.T046900	-	-	-	-	-
Potri.T047000	-	-	-	-	-
Potri.T047100	-	-	-	-	-
Potri.T047200	AT5G55810.1	AtNMNAT,NMNAT	nicotinate/nicotinamide mononucleotide adenyltransferase	-	-
Potri.T047300	AT4G14950.1	-	SNARE associated Golgi protein family	-	-
Potri.T047400	AT1G55000.2	-	peptidoglycan-binding LysM domain-containing protein	-	-
Potri.T047500	AT5G17680.1	-	disease resistance protein (TIR-NBS-LRR class), putative	-	-
Potri.T047600	AT1G69550.1	-	disease resistance protein (TIR-NBS-LRR class)	-	-
Potri.T047700	AT1G69550.1	-	disease resistance protein (TIR-NBS-LRR class)	-	-
Potri.T047800	AT1G55000.3	-	peptidoglycan-binding LysM domain-containing protein	-	-
Potri.T047900	AT5G17680.1	-	disease resistance protein (TIR-NBS-LRR class), putative	-	-
Potri.T048000	-	-	-	-	-
Potri.T048100	-	-	-	-	-
Potri.T048200	AT3G47570.1	-	Leucine-rich repeat protein kinase family protein	-	-
Potri.T048300	AT1G69550.1	-	disease resistance protein (TIR-NBS-LRR class)	-	-
Potri.T048400	-	-	-	-	-
Potri.T048500	AT1G55000.1	-	peptidoglycan-binding LysM domain-containing protein	-	-
Potri.T048600	AT1G55000.1	-	peptidoglycan-binding LysM domain-containing protein	-	-
Potri.T048700	AT5G48050.1	-	-	-	-
Potri.T048800	AT2G20142.1	-	Toll-Interleukin-Resistance (TIR) domain family protein	-	-
Potri.T048900	-	-	-	-	-
Potri.T049000	AT4G12010.1	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T049100	-	-	-	-	-
Potri.T049200	AT5G27550.1	-	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.T049300	AT3G12610.1	DRT100	Leucine-rich repeat (LRR) family protein	-	-
Potri.T049400	AT4G12010.1	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T049500	AT2G14080.1	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T049600	AT3G47570.1	-	Leucine-rich repeat protein kinase family protein	-	-
Potri.T049700	AT4G12010.1	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T049800	AT1G69550.1	-	disease resistance protein (TIR-NBS-LRR class)	-	-
Potri.T049900	AT4G36150.1	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T050000	AT5G27550.1	-	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.T050100	AT1G69550.1	-	disease resistance protein (TIR-NBS-LRR class)	-	-
Potri.T050200	AT4G16990.2	RLM3	disease resistance protein (TIR-NBS class), putative	-	-
Potri.T050300	AT1G69550.1	-	disease resistance protein (TIR-NBS-LRR class)	-	-
Potri.T050400	AT1G69550.1	-	disease resistance protein (TIR-NBS-LRR class)	-	-
Potri.T050500	AT5G27550.1	-	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.T050600	AT3G23240.1	ATERF1,ERF1	ethylene response factor 1	ERF	ERF
Potri.T050700	AT2G26710.1	BAS1,CYP72B1,CYP734A1	Cytochrome P450 superfamily protein	-	-
Potri.T050800	AT2G26560.1	PLA IIA,PLA2A,PLP2	phospholipase A 2A	-	-
Potri.T050900	AT1G14700.1	ATPAP3,PAP3	purple acid phosphatase 3	-	-
Potri.T051000	AT2G14050.1	MCM9	minichromosome maintenance 9	-	-
Potri.T051100	AT5G43590.1	-	Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein	-	-
Potri.T051200	AT2G26560.1	PLA IIA,PLA2A,PLP2	phospholipase A 2A	-	-
Potri.T051300	AT3G56070.1	ROC2	rotamase cyclophilin 2	-	-
Potri.T051400	-	-	-	-	-
Potri.T051500	-	-	-	-	-
Potri.T051600	AT2G26560.1	PLA IIA,PLA2A,PLP2	phospholipase A 2A	-	-
Potri.T051700	AT2G26560.1	PLA IIA,PLA2A,PLP2	phospholipase A 2A	-	-
Potri.T051800	AT2G26560.1	PLA IIA,PLA2A,PLP2	phospholipase A 2A	-	-
Potri.T051900	AT2G26560.1	PLA IIA,PLA2A,PLP2	phospholipase A 2A	-	-
Potri.T052000	AT4G10780.1	-	LRR and NB-ARC domains-containing disease resistance protein	-	-
Potri.T052100	AT1G58440.1	SQE1,XF1	FAD/NAD(P)-binding oxidoreductase family protein	-	-
Potri.T052200	AT1G58440.1	SQE1,XF1	FAD/NAD(P)-binding oxidoreductase family protein	-	-
Potri.T052300	AT1G12290.2	-	Disease resistance protein (CC-NBS-LRR class) family	-	-
Potri.T052400	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T052500	-	-	-	-	-
Potri.T052600	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T052700	-	-	-	-	-
Potri.T052800	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T052900	-	-	-	-	-
Potri.T053000	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T053100	-	-	-	-	-
Potri.T053200	-	-	-	-	-
Potri.T053300	AT3G60470.1	-	Plant protein of unknown function (DUF247)	-	-
Potri.T053400	AT5G65005.1	-	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	-	-
Potri.T053500	AT3G60470.1	-	Plant protein of unknown function (DUF247)	-	-
Potri.T053600	AT3G60470.1	-	Plant protein of unknown function (DUF247)	-	-
Potri.T053700	AT5G24170.1	-	Got1/Sft2-like vescicle transport protein family	-	-
Potri.T053800	AT3G60470.1	-	Plant protein of unknown function (DUF247)	-	-
Potri.T053900	-	-	-	-	-
Potri.T054000	-	-	-	-	-
Potri.T054100	AT3G60470.1	-	Plant protein of unknown function (DUF247)	-	-
Potri.T054200	AT3G12340.1	-	FKBP-like peptidyl-prolyl cis-trans isomerase family protein	-	-
Potri.T054300	AT5G24170.1	-	Got1/Sft2-like vescicle transport protein family	-	-
Potri.T054400	AT5G06160.1	ATO	splicing factor-related	-	-
Potri.T054500	AT5G53450.1	ORG1	OBP3-responsive gene 1	-	-
Potri.T054600	AT4G01500.1	NGA4	AP2/B3-like transcriptional factor family protein	B3	B3
Potri.T054700	AT1G43950.1	ARF23	auxin response factor 23	B3	B3
Potri.T054800	AT5G12380.1	ANNAT8	annexin 8	-	-
Potri.T054900	AT1G43950.1	ARF23	auxin response factor 23	B3	B3
Potri.T055000	AT5G39120.1	-	RmlC-like cupins superfamily protein	-	-
Potri.T055100	AT4G11150.1	emb2448,TUF,TUFF,VHA-E1	vacuolar ATP synthase subunit E1	-	-
Potri.T055200	AT4G13440.1	-	Calcium-binding EF-hand family protein	-	-
Potri.T055300	AT4G13440.1	-	Calcium-binding EF-hand family protein	-	-
Potri.T055400	AT5G49230.1	HRB1	Drought-responsive family protein	-	-
Potri.T055500	AT4G13440.1	-	Calcium-binding EF-hand family protein	-	-
Potri.T055600	AT4G13440.1	-	Calcium-binding EF-hand family protein	-	-
Potri.T055700	AT4G13440.1	-	Calcium-binding EF-hand family protein	-	-
Potri.T055800	AT4G13440.1	-	Calcium-binding EF-hand family protein	-	-
Potri.T055900	AT4G13440.1	-	Calcium-binding EF-hand family protein	-	-
Potri.T056000	AT4G13440.1	-	Calcium-binding EF-hand family protein	-	-
Potri.T056100	AT4G13440.1	-	Calcium-binding EF-hand family protein	-	-
Potri.T056200	AT3G07440.1	-	-	-	-
Potri.T056300	AT3G05950.1	-	RmlC-like cupins superfamily protein	-	-
Potri.T056400	-	-	-	-	-
Potri.T056500	AT1G30140.1	-	-	-	-
Potri.T056600	-	-	-	-	-
Potri.T056700	-	-	-	-	-
Potri.T056800	-	-	-	-	-
Potri.T056900	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.T057000	-	-	-	-	-
Potri.T057100	-	-	-	-	-
Potri.T057200	AT3G07070.1	-	Protein kinase superfamily protein	-	-
Potri.T057300	AT4G30390.1	-	-	-	-
Potri.T057400	AT5G16510.2	-	Alpha-1,4-glucan-protein synthase family protein	-	-
Potri.T057500	AT5G17020.1	ATCRM1,ATXPO1,HIT2,XPO1,XPO1A	exportin 1A	-	-
Potri.T057600	AT5G17020.1	ATCRM1,ATXPO1,HIT2,XPO1,XPO1A	exportin 1A	-	-
Potri.T057700	-	-	-	-	-
Potri.T057800	AT5G17060.1	ARFB1B,ATARFB1B	ADP-ribosylation factor B1B	-	-
Potri.T057900	AT5G36100.1	-	-	-	-
Potri.T058000	AT1G50240.2	FU	Protein kinase family protein with ARM repeat domain	-	-
Potri.T058100	AT1G65320.1	-	Cystathionine beta-synthase (CBS) family protein	-	-
Potri.T058200	-	-	-	-	-
Potri.T058300	AT5G16530.1	PIN5	Auxin efflux carrier family protein	-	-
Potri.T058400	-	-	-	-	-
Potri.T058500	AT5G16490.1	RIC4	ROP-interactive CRIB motif-containing protein 4	-	-
Potri.T058600	ATCG00540.1	-	photosynthetic electron transfer A	-	-
Potri.T058700	ATCG00530.1	-	CemA-like proton extrusion protein-related	-	-
Potri.T058800	ATCG00520.1	-	unfolded protein binding	-	-
Potri.T058900	AT5G59950.5	-	RNA-binding (RRM/RBD/RNP motifs) family protein	-	-
Potri.T059000	AT1G65930.1	cICDH	cytosolic NADP+-dependent isocitrate dehydrogenase	-	-
Potri.T059100	AT3G14460.1	-	LRR and NB-ARC domains-containing disease resistance protein	-	-
Potri.T059200	AT5G17330.1	GAD,GAD1	glutamate decarboxylase	-	-
Potri.T059300	AT5G17330.1	GAD,GAD1	glutamate decarboxylase	-	-
Potri.T059400	AT4G24975.1	-	Plant self-incompatibility protein S1 family	-	-
Potri.T059500	AT3G03270.2	-	Adenine nucleotide alpha hydrolases-like superfamily protein	-	-
Potri.T059600	AT5G37310.1	-	Endomembrane protein 70 protein family	-	-
Potri.T059700	AT2G01970.1	-	Endomembrane protein 70 protein family	-	-
Potri.T059800	AT5G37370.1	ATSRL1	PRP38 family protein	-	-
Potri.T059900	AT5G37478.1	-	TPX2 (targeting protein for Xklp2) protein family	-	-
Potri.T060000	AT1G65840.1	ATPAO4,PAO4	polyamine oxidase 4	-	-
Potri.T060100	AT3G02720.1	-	Class I glutamine amidotransferase-like superfamily protein	-	-
Potri.T060200	AT3G02720.1	-	Class I glutamine amidotransferase-like superfamily protein	-	-
